flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F011401,AF,Air France,skyteam,AF4364;AF2924;AF8470,ICN,Seoul,YYZ,Toronto,2026-01-13T19:20:00Z,2026-01-15T03:18:00Z,1918,2,JFK;SFO,384,Business,2109.22,USD,6,A380-800,76,True,True,low,winter_low,False
F011501,BA,British Airways,oneworld,BA4764,LHR,London,LIS,Lisbon,2025-05-14T13:10:00Z,2025-05-14T15:47:00Z,157,0,,0,Economy,179.79,USD,8,A320neo,85,True,True,medium,shoulder,False
F011601,NH,ANA,star,NH2987;NH5680,HKG,Hong Kong,MAA,Chennai,2025-02-14T14:45:00Z,2025-02-15T05:53:00Z,908,1,DXB,165,Premium Economy,593.81,USD,9,B777-300ER,84,True,False,low,winter_low,False
F011701,TK,Turkish Airlines,star,TK4311;TK5474;TK2621,PEK,Beijing,JFK,New York,2026-01-18T20:00:00Z,2026-01-20T07:12:00Z,2112,2,SFO;AMS,184,Economy,655.13,USD,4,A330-300,78,True,False,low,winter_low,False
F011801,DL,Delta,skyteam,DL7660,LHR,London,HKG,Hong Kong,2025-05-29T10:10:00Z,2025-05-29T22:52:00Z,762,0,,0,Economy,886.39,USD,9,A350-900,88,False,False,medium,shoulder,False
F011901,DL,Delta,skyteam,DL1314,FCO,Rome,FRA,Frankfurt,2026-03-16T06:00:00Z,2026-03-16T07:51:00Z,111,0,,0,Economy,138.47,USD,7,A330-300,88,True,False,medium,shoulder,False
F012001,BA,British Airways,oneworld,BA6951;BA5142;BA6158,AMS,Amsterdam,PVG,Shanghai,2025-11-23T15:15:00Z,2025-11-25T16:09:00Z,2934,2,NRT;JFK,414,Economy,734.11,USD,4,A320neo,75,True,False,high,thanksgiving_peak,True
F012101,JL,Japan Airlines,oneworld,JL4487;JL142,HKG,Hong Kong,BKK,Bangkok,2025-06-06T20:55:00Z,2025-06-07T23:57:00Z,1622,1,LHR,102,Economy,239.43,USD,6,B737-800,81,False,True,high,summer_peak,False
F012201,TG,Thai Airways,star,TG2183,SFO,San Francisco,GIG,Rio de Janeiro,2025-06-13T19:00:00Z,2025-06-14T08:57:00Z,837,0,,0,Economy,1518.29,USD,2,A321neo,85,True,True,high,summer_peak,False
F012301,BA,British Airways,oneworld,BA7025;BA6510;BA8683,PVG,Shanghai,ORD,Chicago,2026-04-30T15:50:00Z,2026-05-01T21:09:00Z,1759,2,FRA;IST,179,Business,2284.13,USD,9,A321neo,78,True,True,medium,shoulder,False
F012401,KL,KLM,skyteam,KL351;KL9236,SFO,San Francisco,PEK,Beijing,2026-06-11T09:50:00Z,2026-06-12T11:44:00Z,1554,1,CDG,188,Economy,1111.86,USD,3,A321neo,78,False,False,high,summer_peak,False
F012501,DL,Delta,skyteam,DL7642;DL6483;DL453,FCO,Rome,IST,Istanbul,2026-05-25T01:15:00Z,2026-05-25T11:49:00Z,634,2,AMS;LHR,204,Economy,119.47,USD,6,B767-300,73,True,False,medium,shoulder,False
F012601,UA,United Airlines,star,UA8743;UA3175,KUL,Kuala Lumpur,FRA,Frankfurt,2025-07-22T15:50:00Z,2025-07-23T13:23:00Z,1293,1,NRT,106,Economy,981.31,USD,2,E190,76,True,True,high,summer_peak,False
F012701,JL,Japan Airlines,oneworld,JL4054,LAX,Los Angeles,LIS,Lisbon,2026-04-10T13:15:00Z,2026-04-11T01:20:00Z,725,0,,0,Economy,1248.54,USD,7,B777-300ER,86,False,False,high,spring_break,True
F012801,DL,Delta,skyteam,DL8625,BKK,Bangkok,ICN,Seoul,2025-10-01T05:50:00Z,2025-10-01T11:04:00Z,314,0,,0,Premium Economy,810.24,USD,3,B767-300,88,True,True,medium,shoulder,False
F012901,AI,Air India,star,AI2042,SIN,Singapore,KUL,Kuala Lumpur,2025-12-03T10:10:00Z,2025-12-03T11:12:00Z,62,0,,0,Economy,65.3,USD,9,A320neo,91,True,False,medium,shoulder,False
F013001,KL,KLM,skyteam,KL8587;KL3481,ICN,Seoul,DEL,Delhi,2025-12-12T07:55:00Z,2025-12-13T06:47:00Z,1372,1,FRA,193,Economy,359.71,USD,6,B767-300,85,True,True,medium,shoulder,False
F013101,TK,Turkish Airlines,star,TK7007;TK1470,SVO,Moscow,AKL,Auckland,2025-01-04T08:55:00Z,2025-01-05T11:49:00Z,1614,1,DXB,191,Business,3999.58,USD,5,A350-900,86,True,True,low,winter_low,False
F013201,AA,American Airlines,oneworld,AA9876,IST,Istanbul,FCO,Rome,2026-01-07T18:10:00Z,2026-01-07T20:32:00Z,142,0,,0,Economy,166.9,USD,8,B737-800,84,False,False,low,winter_low,False
F013301,SQ,Singapore Airlines,star,SQ3990,LAX,Los Angeles,ICN,Seoul,2026-02-07T20:15:00Z,2026-02-08T08:57:00Z,762,0,,0,Premium Economy,1718.77,USD,7,B777-300ER,88,True,True,low,winter_low,False
F013401,LH,Lufthansa,star,LH4878;LH4586,IST,Istanbul,SVO,Moscow,2025-10-23T05:15:00Z,2025-10-24T10:58:00Z,1783,1,LAX,147,Economy,148.7,USD,4,A330-300,80,True,False,medium,shoulder,False
F013501,BA,British Airways,oneworld,BA2187;BA8534,LAX,Los Angeles,AKL,Auckland,2025-12-15T15:15:00Z,2025-12-17T05:12:00Z,2277,1,LHR,163,Economy,701.79,USD,3,A330-300,84,False,False,medium,shoulder,False
F013601,KL,KLM,skyteam,KL746;KL6324,PEK,Beijing,HKG,Hong Kong,2026-04-22T10:20:00Z,2026-04-23T13:26:00Z,1626,1,LHR,213,Business,543.38,USD,9,B777-300ER,85,True,True,medium,shoulder,False
F013701,AI,Air India,star,AI7203,CDG,Paris,SYD,Sydney,2025-06-20T14:00:00Z,2025-06-21T11:50:00Z,1310,0,,0,Business,6993.63,USD,5,A321neo,87,True,True,high,summer_peak,False
F013801,DL,Delta,skyteam,DL4877;DL5744;DL7395,IST,Istanbul,ICN,Seoul,2025-03-27T21:30:00Z,2025-03-29T21:11:00Z,2861,2,SIN;SFO,392,Economy,534.23,USD,6,A320neo,75,False,False,medium,shoulder,False
F013901,QF,Qantas,oneworld,QF8554;QF8293,ICN,Seoul,JFK,New York,2025-10-26T10:55:00Z,2025-10-27T06:42:00Z,1187,1,SFO,115,Economy,966.99,USD,8,B787-9,90,True,False,medium,shoulder,False
F014001,QR,Qatar Airways,oneworld,QR9264,SFO,San Francisco,IST,Istanbul,2025-03-03T12:55:00Z,2025-03-04T03:02:00Z,847,0,,0,Economy,1129.85,USD,3,B737-800,88,False,False,medium,shoulder,False
F014101,KE,Korean Air,skyteam,KE750;KE5975,DOH,Doha,MAA,Chennai,2025-11-18T20:40:00Z,2025-11-19T10:17:00Z,817,1,IST,91,Premium Economy,483.03,USD,5,B737-800,83,True,True,medium,shoulder,False
F014201,QR,Qatar Airways,oneworld,QR9505;QR1329,BCN,Barcelona,SFO,San Francisco,2025-07-20T11:35:00Z,2025-07-21T05:11:00Z,1056,1,LAX,211,Business,3715.65,USD,4,A380-800,81,True,True,high,summer_peak,False
F014301,KL,KLM,skyteam,KL3760;KL5297;KL6569,AKL,Auckland,DXB,Dubai,2025-04-11T21:20:00Z,2025-04-14T00:39:00Z,3079,2,LHR;NRT,265,Economy,1108.2,USD,6,B737-800,71,True,False,high,spring_break,True
F014401,SQ,Singapore Airlines,star,SQ2638;SQ7206,LIS,Lisbon,CPT,Cape Town,2025-10-05T18:40:00Z,2025-10-07T01:18:00Z,1838,1,SIN,142,Economy,703.71,USD,6,A330-300,83,True,True,medium,shoulder,False
F014501,KL,KLM,skyteam,KL7415,MAA,Chennai,HKG,Hong Kong,2025-08-13T12:00:00Z,2025-08-13T17:18:00Z,318,0,,0,Economy,559.8,USD,6,A380-800,87,True,True,high,summer_peak,False
F014601,QF,Qantas,oneworld,QF2120;QF2119,FCO,Rome,BCN,Barcelona,2025-09-01T10:30:00Z,2025-09-01T18:34:00Z,484,1,LHR,210,Business,307.68,USD,5,B787-9,87,True,True,medium,shoulder,False
F014701,BA,British Airways,oneworld,BA7077,DEL,Delhi,LAX,Los Angeles,2025-06-21T11:50:00Z,2025-06-22T04:35:00Z,1005,0,,0,Economy,1597.97,USD,6,B737-800,86,False,False,high,summer_peak,False
F014801,SQ,Singapore Airlines,star,SQ8359;SQ624,DXB,Dubai,CPT,Cape Town,2026-01-05T17:30:00Z,2026-01-06T23:41:00Z,1811,1,ICN,204,Premium Economy,1152.86,USD,8,B767-300,88,True,True,low,winter_low,False
F014901,TK,Turkish Airlines,star,TK353;TK2480,IST,Istanbul,FRA,Frankfurt,2025-05-05T00:25:00Z,2025-05-05T09:31:00Z,546,1,LHR,232,Economy,170.98,USD,5,B777-300ER,85,True,False,medium,shoulder,False
F015001,BA,British Airways,oneworld,BA6373;BA7607,IST,Istanbul,DEL,Delhi,2025-01-24T21:05:00Z,2025-01-25T19:43:00Z,1358,1,NRT,162,Economy,360.33,USD,8,A320neo,83,True,False,low,winter_low,False
F015101,EK,Emirates,none,EK7739;EK5838;EK3000,LAX,Los Angeles,KUL,Kuala Lumpur,2025-09-18T07:10:00Z,2025-09-19T14:58:00Z,1908,2,IST;HKG,173,Economy,1028.11,USD,5,B787-9,84,False,False,medium,shoulder,False
F015201,AA,American Airlines,oneworld,AA5215;AA5062,JFK,New York,SIN,Singapore,2025-07-12T19:45:00Z,2025-07-13T20:33:00Z,1488,1,SFO,79,Economy,1662.44,USD,4,B777-300ER,82,False,False,high,summer_peak,False
F015301,LH,Lufthansa,star,LH658;LH9145,BKK,Bangkok,KUL,Kuala Lumpur,2026-01-22T01:45:00Z,2026-01-23T05:50:00Z,1685,1,CDG,114,Economy,115.92,USD,6,B787-9,82,False,False,low,winter_low,False
F015401,DL,Delta,skyteam,DL8221,KUL,Kuala Lumpur,FRA,Frankfurt,2025-05-14T11:15:00Z,2025-05-15T00:24:00Z,789,0,,0,Economy,948.71,USD,9,E190,88,False,True,medium,shoulder,False
F015501,UA,United Airlines,star,UA4301;UA4353,ICN,Seoul,AMS,Amsterdam,2025-12-24T22:35:00Z,2025-12-25T16:31:00Z,1076,1,IST,239,Business,3955.74,USD,1,B787-9,75,True,True,peak,year_end_holidays,True
F015601,SQ,Singapore Airlines,star,SQ5440,LHR,London,JFK,New York,2026-03-19T20:15:00Z,2026-03-20T03:50:00Z,455,0,,0,Economy,630.9,USD,9,A380-800,93,False,False,medium,shoulder,False
F015701,QR,Qatar Airways,oneworld,QR6489;QR9814,MEL,Melbourne,NRT,Tokyo,2025-06-21T12:30:00Z,2025-06-22T04:14:00Z,944,1,ICN,128,Business,2110.17,USD,6,E190,89,True,True,low,winter_low,False
F015801,KL,KLM,skyteam,KL6474;KL8436,LIS,Lisbon,GIG,Rio de Janeiro,2025-05-17T20:35:00Z,2025-05-18T15:14:00Z,1119,1,AMS,185,Economy,599.62,USD,9,B777-300ER,82,False,True,medium,shoulder,False
F015901,KL,KLM,skyteam,KL4582,HKG,Hong Kong,FCO,Rome,2025-03-23T16:10:00Z,2025-03-24T04:26:00Z,736,0,,0,Economy,945.28,USD,8,B787-9,86,True,False,medium,shoulder,False
F016001,JL,Japan Airlines,oneworld,JL2377,SVO,Moscow,LHR,London,2025-01-26T11:05:00Z,2025-01-26T14:53:00Z,228,0,,0,Economy,315.28,USD,9,B737-800,94,True,True,low,winter_low,False
F016101,KE,Korean Air,skyteam,KE3836;KE3164;KE844,BCN,Barcelona,ORD,Chicago,2025-04-05T05:50:00Z,2025-04-06T23:51:00Z,2521,2,SFO;ICN,213,Economy,522.85,USD,3,A321neo,76,True,False,high,spring_break,True
F016201,JL,Japan Airlines,oneworld,JL4946;JL5345;JL6556,DEL,Delhi,SYD,Sydney,2025-04-22T19:50:00Z,2025-04-24T08:13:00Z,2183,2,DOH;AMS,254,Economy,692.63,USD,8,A330-300,78,True,False,medium,shoulder,False
F016301,UA,United Airlines,star,UA940;UA9007,DOH,Doha,JFK,New York,2025-07-17T11:15:00Z,2025-07-18T05:02:00Z,1067,1,IST,179,Premium Economy,2092.54,USD,2,A321neo,75,True,False,high,summer_peak,False
F016401,NH,ANA,star,NH7320;NH843;NH2755,MAA,Chennai,MEL,Melbourne,2025-05-02T07:15:00Z,2025-05-04T06:21:00Z,2826,2,NRT;CDG,236,Economy,702.78,USD,3,A350-900,83,False,True,medium,shoulder,False
F016501,TK,Turkish Airlines,star,TK5678;TK2860,FRA,Frankfurt,AKL,Auckland,2025-04-29T09:10:00Z,2025-04-30T12:14:00Z,1624,1,AMS,157,Economy,1216.56,USD,5,B737-800,79,True,False,medium,shoulder,False
F016601,QR,Qatar Airways,oneworld,QR9649;QR1615,MEX,Mexico City,PEK,Beijing,2026-01-22T10:55:00Z,2026-01-23T06:00:00Z,1145,1,ICN,91,Economy,1011.24,USD,4,A321neo,84,True,False,low,winter_low,False
F016701,BA,British Airways,oneworld,BA2730;BA3369,LIS,Lisbon,ORD,Chicago,2025-08-24T09:35:00Z,2025-08-25T04:32:00Z,1137,1,LAX,162,Economy,618.4,USD,6,A380-800,75,True,False,high,summer_peak,False
F016801,SQ,Singapore Airlines,star,SQ5854,AMS,Amsterdam,SFO,San Francisco,2026-05-13T21:15:00Z,2026-05-14T08:53:00Z,698,0,,0,Economy,974.49,USD,6,A350-900,92,False,False,medium,shoulder,False
F016901,AA,American Airlines,oneworld,AA5541;AA1394,CPT,Cape Town,FRA,Frankfurt,2025-01-18T06:15:00Z,2025-01-19T08:02:00Z,1547,1,JFK,61,Economy,959.71,USD,3,A380-800,81,True,True,high,summer_peak,False
F017001,AA,American Airlines,oneworld,AA1243;AA3218,SFO,San Francisco,GIG,Rio de Janeiro,2025-04-17T15:55:00Z,2025-04-19T06:23:00Z,2308,1,NRT,223,Economy,1077.52,USD,6,B787-9,82,True,False,high,spring_break,True
F017101,AA,American Airlines,oneworld,AA4910;AA9123;AA5149,DPS,Bali,BKK,Bangkok,2025-11-30T10:15:00Z,2025-12-01T20:45:00Z,2070,2,LHR;AMS,294,Economy,285.12,USD,7,B737-800,72,True,True,high,thanksgiving_peak,True
F017201,QF,Qantas,oneworld,QF5694;QF8963,FCO,Rome,CPT,Cape Town,2025-08-25T15:10:00Z,2025-08-26T22:16:00Z,1866,1,ICN,91,Premium Economy,2070.47,USD,7,A330-300,82,True,True,high,summer_peak,False
F017301,LH,Lufthansa,star,LH7625;LH1042,NRT,Tokyo,LIS,Lisbon,2025-01-14T06:05:00Z,2025-01-14T22:39:00Z,994,1,CDG,76,Economy,691.83,USD,6,B737-800,83,True,False,low,winter_low,False
F017401,KL,KLM,skyteam,KL4347;KL6603,KUL,Kuala Lumpur,SYD,Sydney,2026-02-15T15:05:00Z,2026-02-16T09:58:00Z,1133,1,NRT,61,Economy,420.09,USD,6,B737-800,85,False,True,low,winter_low,False
F017501,TK,Turkish Airlines,star,TK5932,PEK,Beijing,ICN,Seoul,2026-02-09T10:10:00Z,2026-02-09T11:57:00Z,107,0,,0,Business,370.26,USD,8,A330-300,88,True,True,low,winter_low,False
F017601,CX,Cathay Pacific,oneworld,CX9063;CX6174,MAA,Chennai,LAX,Los Angeles,2025-02-21T19:20:00Z,2025-02-22T21:07:00Z,1547,1,JFK,159,Economy,1106.79,USD,8,A330-300,88,False,True,low,winter_low,False
F017701,TK,Turkish Airlines,star,TK1565,SIN,Singapore,CDG,Paris,2026-02-26T07:30:00Z,2026-02-26T21:34:00Z,844,0,,0,Premium Economy,2041.8,USD,5,E190,89,True,False,low,winter_low,False
F017801,TK,Turkish Airlines,star,TK7655;TK5834,FRA,Frankfurt,SVO,Moscow,2026-06-27T09:20:00Z,2026-06-27T22:22:00Z,782,1,DXB,61,Economy,229.4,USD,3,B737-800,79,True,False,high,summer_peak,False
F017901,AI,Air India,star,AI2418;AI1666,LIS,Lisbon,MAA,Chennai,2025-02-02T17:40:00Z,2025-02-03T18:18:00Z,1478,1,ICN,221,Economy,506.62,USD,9,B787-9,86,True,False,low,winter_low,False
F018001,EK,Emirates,none,EK8240,MEL,Melbourne,AMS,Amsterdam,2025-09-26T20:05:00Z,2025-09-27T17:25:00Z,1280,0,,0,Economy,2040.16,USD,6,A350-900,93,False,False,medium,shoulder,False
F018101,NH,ANA,star,NH8390;NH4937,BOM,Mumbai,BCN,Barcelona,2026-06-04T07:00:00Z,2026-06-04T20:09:00Z,789,1,AMS,102,Business,2845.91,USD,3,B737-800,81,True,True,high,summer_peak,False
F018201,AI,Air India,star,AI6969;AI1239,JFK,New York,BKK,Bangkok,2026-01-29T01:00:00Z,2026-01-29T23:58:00Z,1378,1,DXB,106,Economy,848.65,USD,5,A320neo,79,False,False,low,winter_low,False
F018301,TK,Turkish Airlines,star,TK3411,BOM,Mumbai,DXB,Dubai,2025-08-28T20:15:00Z,2025-08-28T23:19:00Z,184,0,,0,Economy,305.24,USD,6,A330-300,84,True,False,high,summer_peak,False
F018401,JL,Japan Airlines,oneworld,JL3146,DXB,Dubai,AKL,Auckland,2026-01-07T17:35:00Z,2026-01-08T12:00:00Z,1105,0,,0,Economy,1536.4,USD,4,B787-9,96,True,False,low,winter_low,False
F018501,AF,Air France,skyteam,AF5565;AF1083;AF3734,SVO,Moscow,SYD,Sydney,2025-09-11T19:50:00Z,2025-09-13T19:12:00Z,2842,2,ICN;LHR,289,Economy,869.96,USD,8,B767-300,74,False,False,medium,shoulder,False
F018601,KL,KLM,skyteam,KL3045;KL7913;KL6449,ORD,Chicago,ICN,Seoul,2025-01-17T12:55:00Z,2025-01-18T23:14:00Z,2059,2,LAX;AMS,417,Premium Economy,1262.89,USD,4,B777-300ER,75,True,True,low,winter_low,False
F018701,KE,Korean Air,skyteam,KE8776;KE4065;KE5197,GRU,Sao Paulo,SIN,Singapore,2025-04-11T06:05:00Z,2025-04-13T12:43:00Z,3278,2,HKG;AMS,325,Economy,1261.4,USD,7,E190,72,False,False,high,spring_break,True
F018801,AI,Air India,star,AI1602,ICN,Seoul,BCN,Barcelona,2025-10-07T09:25:00Z,2025-10-07T22:04:00Z,759,0,,0,Economy,801.05,USD,6,E190,89,True,True,medium,shoulder,False
F018901,BA,British Airways,oneworld,BA1920;BA9216,JFK,New York,AKL,Auckland,2026-03-27T08:50:00Z,2026-03-28T16:35:00Z,1905,1,HKG,166,Business,3594.97,USD,4,A380-800,80,True,True,medium,shoulder,False
F019001,DL,Delta,skyteam,DL2795;DL3291;DL7180,ICN,Seoul,KUL,Kuala Lumpur,2025-02-26T16:00:00Z,2025-02-28T03:42:00Z,2142,2,NRT;SFO,290,Business,950.98,USD,5,A321neo,77,True,True,low,winter_low,False
F019101,SQ,Singapore Airlines,star,SQ140,SFO,San Francisco,ICN,Seoul,2025-09-22T00:00:00Z,2025-09-22T12:01:00Z,721,0,,0,Economy,1133.03,USD,9,A330-300,93,False,False,medium,shoulder,False
F019201,SQ,Singapore Airlines,star,SQ4684;SQ3790,DEL,Delhi,LHR,London,2025-12-21T09:40:00Z,2025-12-21T23:00:00Z,800,1,DOH,136,Economy,921.05,USD,2,B777-300ER,78,False,False,peak,year_end_holidays,True
F019301,AF,Air France,skyteam,AF8221,FRA,Frankfurt,PEK,Beijing,2025-07-09T00:50:00Z,2025-07-09T11:14:00Z,624,0,,0,Business,3451.5,USD,5,A380-800,81,True,True,high,summer_peak,False
F019401,SQ,Singapore Airlines,star,SQ7368;SQ4980,SFO,San Francisco,NRT,Tokyo,2025-07-06T17:35:00Z,2025-07-07T20:31:00Z,1616,1,SIN,117,Business,3448.28,USD,3,B767-300,80,True,True,high,summer_peak,False
F019501,UA,United Airlines,star,UA2766;UA1029,DXB,Dubai,MAA,Chennai,2026-02-21T09:05:00Z,2026-02-22T20:53:00Z,2148,1,JFK,233,Economy,203.9,USD,8,A350-900,85,True,False,low,winter_low,False
F019601,EK,Emirates,none,EK6889,PVG,Shanghai,DOH,Doha,2025-03-19T09:00:00Z,2025-03-19T18:09:00Z,549,0,,0,Premium Economy,1465.79,USD,7,B737-800,92,True,False,medium,shoulder,False
F019701,SQ,Singapore Airlines,star,SQ9852;SQ4028,CDG,Paris,FCO,Rome,2026-01-15T13:00:00Z,2026-01-16T18:21:00Z,1761,1,SIN,124,Economy,125.33,USD,9,E190,83,True,False,low,winter_low,False
F019801,AA,American Airlines,oneworld,AA5066,CPT,Cape Town,GRU,Sao Paulo,2026-02-18T20:45:00Z,2026-02-19T05:21:00Z,516,0,,0,Economy,1032.19,USD,5,A380-800,88,True,True,high,summer_peak,False
F019901,EK,Emirates,none,EK4257;EK5426;EK8126,LAX,Los Angeles,BOM,Mumbai,2025-05-06T17:40:00Z,2025-05-08T06:17:00Z,2197,2,DOH;HKG,285,Economy,889.45,USD,8,A330-300,83,False,False,medium,shoulder,False
F020001,SQ,Singapore Airlines,star,SQ283;SQ9010,MAA,Chennai,ORD,Chicago,2026-05-28T12:35:00Z,2026-05-29T10:20:00Z,1305,1,AMS,140,Business,3836.58,USD,6,B777-300ER,84,True,True,medium,shoulder,False
F020101,KL,KLM,skyteam,KL7691;KL8413;KL4368,AMS,Amsterdam,SYD,Sydney,2025-01-15T12:55:00Z,2025-01-17T04:26:00Z,2371,2,IST;JFK,286,Economy,914.92,USD,4,B767-300,78,True,False,low,winter_low,False
F020201,TG,Thai Airways,star,TG9528;TG1898,SFO,San Francisco,JFK,New York,2026-03-30T08:30:00Z,2026-03-31T12:17:00Z,1667,1,IST,178,Economy,356.26,USD,4,B737-800,82,True,False,medium,shoulder,False
F020301,DL,Delta,skyteam,DL7446;DL5402,DEL,Delhi,PEK,Beijing,2026-02-22T21:55:00Z,2026-02-23T10:58:00Z,783,1,SIN,56,Economy,269.97,USD,6,A350-900,80,True,False,low,winter_low,False
F020401,BA,British Airways,oneworld,BA4769;BA2362,FCO,Rome,KUL,Kuala Lumpur,2025-11-05T05:40:00Z,2025-11-06T04:39:00Z,1379,1,NRT,152,Economy,683.14,USD,7,B767-300,86,True,True,medium,shoulder,False
F020501,AA,American Airlines,oneworld,AA2040;AA2665,NRT,Tokyo,AKL,Auckland,2025-04-15T13:25:00Z,2025-04-16T22:58:00Z,2013,1,DOH,221,Business,2882.74,USD,4,B737-800,76,True,True,high,spring_break,True
F020601,EK,Emirates,none,EK2910;EK8734,KUL,Kuala Lumpur,CPT,Cape Town,2025-01-05T21:30:00Z,2025-01-07T01:38:00Z,1688,1,FRA,155,Economy,723.38,USD,5,B767-300,90,False,False,low,winter_low,False
F020701,AF,Air France,skyteam,AF7005;AF6024,GIG,Rio de Janeiro,AKL,Auckland,2025-11-29T20:40:00Z,2025-12-01T05:09:00Z,1949,1,JFK,224,Economy,1201.88,USD,7,A380-800,80,False,True,high,thanksgiving_peak,True
F020801,SQ,Singapore Airlines,star,SQ1224;SQ6243;SQ1543,IST,Istanbul,FCO,Rome,2025-05-24T08:25:00Z,2025-05-25T12:21:00Z,1676,2,HKG;FRA,199,Economy,143.57,USD,4,A380-800,76,True,False,medium,shoulder,False
F020901,KE,Korean Air,skyteam,KE9315,MEL,Melbourne,SFO,San Francisco,2025-06-07T11:25:00Z,2025-06-08T03:53:00Z,988,0,,0,Economy,1294.41,USD,5,E190,87,True,False,low,winter_low,False
F021001,UA,United Airlines,star,UA3989,SIN,Singapore,HKG,Hong Kong,2025-04-04T08:05:00Z,2025-04-04T11:57:00Z,232,0,,0,Economy,308.63,USD,7,A380-800,90,False,True,medium,shoulder,False
F021101,NH,ANA,star,NH5865;NH1387;NH599,SYD,Sydney,NRT,Tokyo,2025-12-11T15:10:00Z,2025-12-13T03:30:00Z,2180,2,DOH;HKG,439,Economy,754.42,USD,5,A380-800,79,False,True,high,summer_peak,False
F021201,KE,Korean Air,skyteam,KE3618;KE7466,DOH,Doha,JFK,New York,2026-02-19T19:50:00Z,2026-02-20T23:17:00Z,1647,1,NRT,133,Economy,773.97,USD,9,B777-300ER,78,True,True,low,winter_low,False
F021301,BA,British Airways,oneworld,BA5751;BA1352,FRA,Frankfurt,SFO,San Francisco,2025-02-02T11:25:00Z,2025-02-03T15:25:00Z,1680,1,HKG,80,Economy,590.25,USD,5,A330-300,78,True,True,low,winter_low,False
F021401,QR,Qatar Airways,oneworld,QR6319;QR7067,CPT,Cape Town,MEL,Melbourne,2026-01-30T16:50:00Z,2026-02-01T00:22:00Z,1892,1,NRT,91,Economy,1230.12,USD,5,B777-300ER,84,True,False,high,summer_peak,False
F021501,QF,Qantas,oneworld,QF6121;QF2787;QF846,YYZ,Toronto,BKK,Bangkok,2026-02-24T11:35:00Z,2026-02-26T15:15:00Z,3100,2,ICN;JFK,307,Economy,813.05,USD,8,B737-800,82,True,False,low,winter_low,False
F021601,DL,Delta,skyteam,DL1210;DL4173,DXB,Dubai,MAA,Chennai,2026-05-30T06:45:00Z,2026-05-30T15:01:00Z,496,1,DOH,142,Economy,251.25,USD,9,E190,80,False,False,medium,shoulder,False
F021701,NH,ANA,star,NH610,LAX,Los Angeles,CDG,Paris,2025-07-08T08:35:00Z,2025-07-08T20:37:00Z,722,0,,0,Economy,1345.27,USD,7,A321neo,91,False,True,high,summer_peak,False
F021801,KE,Korean Air,skyteam,KE5994,JFK,New York,MEX,Mexico City,2026-06-18T17:05:00Z,2026-06-18T21:57:00Z,292,0,,0,Economy,580.39,USD,2,A350-900,88,True,False,high,summer_peak,False
F021901,KL,KLM,skyteam,KL4580;KL2436,SFO,San Francisco,LHR,London,2025-01-26T15:00:00Z,2025-01-27T18:16:00Z,1636,1,DOH,189,Economy,644.48,USD,4,A320neo,85,True,False,low,winter_low,False
F022001,KE,Korean Air,skyteam,KE9572,JFK,New York,LHR,London,2025-08-21T09:50:00Z,2025-08-21T17:25:00Z,455,0,,0,Business,2876.12,USD,3,A380-800,81,True,True,high,summer_peak,False
F022101,AF,Air France,skyteam,AF7762,ICN,Seoul,CDG,Paris,2025-02-13T05:05:00Z,2025-02-13T16:54:00Z,709,0,,0,First,4586.74,USD,9,B737-800,86,True,True,low,winter_low,False
F022201,NH,ANA,star,NH6509,ORD,Chicago,CDG,Paris,2025-11-13T17:40:00Z,2025-11-14T02:39:00Z,539,0,,0,Economy,856.42,USD,7,A320neo,88,False,False,medium,shoulder,False
F022301,AF,Air France,skyteam,AF593;AF3564,SVO,Moscow,BOM,Mumbai,2026-04-19T12:40:00Z,2026-04-20T02:59:00Z,859,1,FRA,136,Economy,387.42,USD,8,A330-300,82,False,True,medium,shoulder,False
F022401,TK,Turkish Airlines,star,TK1842,ICN,Seoul,AMS,Amsterdam,2025-12-18T15:00:00Z,2025-12-19T02:21:00Z,681,0,,0,Economy,1466.57,USD,1,A321neo,80,False,True,peak,year_end_holidays,True
F022501,KE,Korean Air,skyteam,KE1403,AKL,Auckland,CDG,Paris,2025-06-04T08:35:00Z,2025-06-05T08:25:00Z,1430,0,,0,Economy,1555.14,USD,8,E190,89,True,False,low,winter_low,False
F022601,KE,Korean Air,skyteam,KE1867,SIN,Singapore,FCO,Rome,2025-09-29T21:45:00Z,2025-09-30T10:58:00Z,793,0,,0,Premium Economy,1748.38,USD,9,A321neo,85,True,False,medium,shoulder,False
F022701,UA,United Airlines,star,UA8705,DEL,Delhi,HKG,Hong Kong,2025-03-08T09:25:00Z,2025-03-08T14:45:00Z,320,0,,0,Economy,441.25,USD,3,B777-300ER,92,True,True,medium,shoulder,False
F022801,LH,Lufthansa,star,LH2118,MEL,Melbourne,DXB,Dubai,2026-04-04T23:05:00Z,2026-04-05T14:18:00Z,913,0,,0,Economy,1259.19,USD,7,B777-300ER,88,False,False,medium,shoulder,False
